ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-4.0397;-12.8635;-0.4738;-1.8922;-0.0022;-1.7522;-1.6154;-1.5299;-2.233;11769;2022-04-09 18:34:45:686
-1.9726;-6.743;-1.3223;-5.6682;-2.5749;1.5036;-1.069;-0.3153;-1.4793;11870;2022-04-09 18:34:45:787
-5.2561;-5.2561;0.9832;-4.0543;-0.7699;4.6149;-0.2114;0.2011;-1.4633;11970;2022-04-09 18:34:45:887
8.0264;-16.5144;-3.4089;-5.8185;4.1164;1.9223;0.6774;-0.8485;1.0551;12070;2022-04-09 18:34:45:987
-4.5808;-15.6443;-0.8019;0.6957;-0.2861;-2.2346;0.3702;-0.7507;0.2259;12169;2022-04-09 18:34:46:086
-3.1313;-7.1979;-0.0081;-3.95;-4.1274;-0.4866;0.2321;0.3302;0.1096;12269;2022-04-09 18:34:46:186
-2.6154;-7.9651;0.5785;-2.5908;1.9267;0.9894;-0.7367;0.1779;0.6012;12369;2022-04-09 18:34:46:286
-0.8737;-8.5756;1.4812;-0.9636;1.3904;1.4299;0.9001;-2.8036;0.9769;12468;2022-04-09 18:34:46:385
0.1235;-10.6765;1.0298;0.6953;0.5985;0.8586;1.0914;-0.7985;0.7709;12568;2022-04-09 18:34:46:485
-1.3825;-11.1685;-1.4758;2.5883;-1.2041;-1.1214;1.9698;2.2071;0.2355;12669;2022-04-09 18:34:46:586
1.5132;-12.824;-1.7677;1.9624;-1.5003;-1.5129;0.4171;2.3234;0.3715;12770;2022-04-09 18:34:46:687
-2.7661;-13.0884;-1.034;2.7867;-2.5876;0.1861;-2.2832;0.4464;-2.7989;12869;2022-04-09 18:34:46:786
-5.2717;-11.3803;2.016;-2.3309;-2.3583;1.4428;-1.742;-0.1582;-2.3388;12969;2022-04-09 18:34:46:886
-5.056;-6.3526;0.97;-6.3528;-3.5348;5.0386;0.204;0.2654;-1.4172;13075;2022-04-09 18:34:46:992
-3.8506;-4.8072;-0.8833;-4.8655;3.3111;1.2137;0.5204;-0.1868;0.6805;13169;2022-04-09 18:34:47:086
-0.4893;-11.1171;-2.8738;4.4484;-4.4027;-2.9966;0.3317;0.58;-0.0367;13269;2022-04-09 18:34:47:186
-3.8219;-10.5676;-1.2541;5.145;-2.0414;-2.112;0.1628;-0.3297;-0.0999;13369;2022-04-09 18:34:47:286
-2.8463;-12.7005;0.6778;-5.6841;-3.8628;-0.848;-0.7747;0.4193;0.6382;13469;2022-04-09 18:34:47:386
-1.3083;-7.6119;1.3086;-0.8875;-1.0757;2.2543;0.0667;-2.3534;0.7057;13569;2022-04-09 18:34:47:486
-1.0819;-9.0664;1.535;0.6888;0.9763;2.2669;1.4753;-1.0106;0.4193;13669;2022-04-09 18:34:47:586
-1.8685;-10.911;-0.5348;1.5115;0.4655;0.8295;1.7195;0.8202;0.7034;13770;2022-04-09 18:34:47:687
0.2791;-10.8177;-4.6609;1.3843;-1.7399;-2.7815;2.5582;0.4783;0.7953;13869;2022-04-09 18:34:47:786
2.0076;-12.551;-1.2099;3.4905;-1.7477;-3.7444;-2.0766;0.2943;-1.0919;13969;2022-04-09 18:34:47:886
-5.3363;-14.7775;6.2596;3.2015;-2.7242;0.7694;-2.6236;-1.154;-2.9202;14070;2022-04-09 18:34:47:987
-2.4814;-5.8917;-1.8538;-5.4615;-0.3004;4.5849;0.2808;-0.2448;-1.3671;14168;2022-04-09 18:34:48:085
-2.8857;-6.5273;-1.6804;-4.6129;3.5255;0.4549;0.1817;-0.259;-0.6431;14270;2022-04-09 18:34:48:187
7.7306;-13.852;-1.3621;-1.4399;1.3923;-2.1368;0.2098;-1.1018;0.5114;14369;2022-04-09 18:34:48:286
-1.6672;-13.4943;-2.857;6.877;-4.1617;-1.7511;0.1005;0.4623;-0.0231;14469;2022-04-09 18:34:48:386
-3.7789;-12.5545;0.3547;-2.7641;-5.5904;-0.1383;0.0365;0.5459;-0.0499;14569;2022-04-09 18:34:48:486
-1.9259;-6.1947;1.2284;-2.1173;-0.5893;2.487;-0.529;-2.2473;0.5769;14669;2022-04-09 18:34:48:586
-1.7874;-8.8184;1.6642;-0.5773;2.1134;2.557;1.6081;-1.5826;0.6962;14773;2022-04-09 18:34:48:690
-0.4848;-9.9688;0.4178;0.3413;1.3849;1.8223;1.3246;1.1472;0.8706;14868;2022-04-09 18:34:48:785
0.0482;-11.0749;-1.5374;0.0;0.0;0.0;1.9772;0.0128;0.9512;14969;2022-04-09 18:34:48:886
0.4382;-12.0571;-2.4957;-0.2464;-0.3697;-1.2033;-1.8457;0.6735;-0.9977;15069;2022-04-09 18:34:48:986
1.8476;-10.8362;-1.491;-0.2464;-0.3697;-1.2033;-1.8457;0.6735;-0.9977;15169;2022-04-09 18:34:49:086
-4.5924;-10.6155;2.3892;-2.137;0.3333;1.9793;0.1941;0.2973;-1.3032;15269;2022-04-09 18:34:49:186
-4.8269;-4.7698;0.7869;-0.3522;5.4498;-1.8174;0.1645;-0.2596;-0.5808;15370;2022-04-09 18:34:49:287
0.5471;-10.882;-4.0116;0.8596;1.1804;-2.8332;0.3302;-0.6583;0.6643;15469;2022-04-09 18:34:49:386
-3.5737;-16.124;-0.7286;9.6199;-5.1353;-4.2709;0.0447;0.4172;-0.2101;15569;2022-04-09 18:34:49:486
-2.5648;-6.1481;-1.057;0.0;0.0;0.0;0.2509;0.3812;-0.1067;15669;2022-04-09 18:34:49:586
-2.4317;-7.9525;0.7678;0.1921;0.2432;0.7888;-0.797;-1.7292;0.6874;15769;2022-04-09 18:34:49:686
-1.4037;-8.9716;1.1109;0.6218;-0.4214;0.2491;1.0074;-2.2009;1.0261;15874;2022-04-09 18:34:49:791
0.7564;-10.0271;0.213;3.0774;-1.1377;-0.8494;2.1771;1.2487;0.8167;15969;2022-04-09 18:34:49:886
0.0571;-10.6002;-2.9629;3.9571;-2.0897;-1.25;1.7447;2.9857;0.234;16069;2022-04-09 18:34:49:986
0.9553;-11.2493;-2.0444;2.6353;-1.7947;-2.4871;-2.3304;0.3618;-1.1617;16170;2022-04-09 18:34:50:087
-3.8351;-15.7304;2.1861;0.643;-3.2703;0.7072;-2.8322;-0.877;-2.8143;16270;2022-04-09 18:34:50:187
-3.4735;-7.0899;2.8573;-3.6884;-1.439;5.6793;0.0657;-2.4944;-1.2803;16369;2022-04-09 18:34:50:286
-6.2327;-8.0566;0.4609;-3.3297;2.5988;4.0431;1.0681;-1.7386;-0.8695;16469;2022-04-09 18:34:50:386
-2.6318;-11.4042;-7.6989;-3.3012;-0.5894;-4.943;-0.7929;-2.7781;0.855;16572;2022-04-09 18:34:50:489
-1.3137;-10.5942;1.6421;2.2685;-1.7795;-0.7726;-0.7213;-1.6956;0.0363;16671;2022-04-09 18:34:50:588
-2.7329;-9.7143;0.9464;-1.4521;-1.3172;1.0516;1.3765;0.0385;-0.2599;16770;2022-04-09 18:34:50:687
-2.5322;-9.583;-0.2426;-1.8429;1.0078;-2.0842;-0.4592;-1.751;0.5922;16870;2022-04-09 18:34:50:787
-1.7055;-9.5997;1.3478;-1.1221;-0.1893;-1.2316;-0.3155;-1.9775;0.4801;16969;2022-04-09 18:34:50:886
-1.8625;-9.7687;0.3583;-0.1813;0.2656;1.1082;0.2123;0.7848;-0.026;17070;2022-04-09 18:34:50:987
-1.7836;-9.5865;0.2827;-0.0084;0.1467;0.2525;0.3404;0.2219;-0.0996;17172;2022-04-09 18:34:51:089
-1.9283;-9.2629;-0.064;-0.158;0.268;-0.4859;0.2537;0.5711;-0.2766;17269;2022-04-09 18:34:51:186
-1.9283;-9.2629;-0.064;-0.158;0.268;-0.4859;0.2537;0.5711;-0.2766;17406;2022-04-09 18:34:51:323
-2.5155;-9.5617;0.0458;0.0;0.0;0.0;0.0892;0.6339;0.0241;17470;2022-04-09 18:34:51:387
-1.4671;-9.5276;-0.7615;0.487;0.1382;-0.0934;-0.036;-0.4894;-0.0246;17570;2022-04-09 18:34:51:487
-1.7764;-10.019;-0.7101;-0.7565;-0.1166;-0.104;-0.1762;-0.8265;0.0113;17669;2022-04-09 18:34:51:586
-2.6895;-9.2462;0.9003;-0.3862;0.1925;0.6619;-0.1006;-0.084;-0.365;17769;2022-04-09 18:34:51:686
-3.1217;-9.6096;0.6093;-1.8571;0.2457;1.1803;0.1579;0.3004;0.0342;17868;2022-04-09 18:34:51:785
-0.3173;-9.8593;0.0365;-0.4958;-0.0621;0.0086;0.281;-0.5867;0.3005;17969;2022-04-09 18:34:51:886
-0.9571;-9.6455;-1.1082;0.8728;-0.0887;0.0663;0.1755;0.2604;-0.0382;18074;2022-04-09 18:34:51:991
-1.27;-9.3724;-0.0999;-0.6154;0.0337;-0.2952;-0.1052;-0.4679;0.0593;18174;2022-04-09 18:34:52:091
-1.6038;-9.6787;0.1319;-0.0616;0.1373;0.3265;-0.1639;-0.7097;-0.0255;18269;2022-04-09 18:34:52:186
-1.8093;-9.4917;0.5994;-0.1568;-0.0454;0.4999;-0.1855;-0.9554;-5.0E-4;18369;2022-04-09 18:34:52:286
-2.1691;-9.2656;0.7872;-0.2231;0.2513;0.8139;-0.2787;-0.6425;-0.0791;18469;2022-04-09 18:34:52:386
-1.9774;-10.2574;1.1291;-0.7281;0.1332;1.0123;-0.0037;-1.0891;0.2077;18568;2022-04-09 18:34:52:485
0.9817;-9.8336;-2.7697;-0.5199;-0.376;0.5577;0.647;-0.2816;0.2272;18669;2022-04-09 18:34:52:586
0.2408;-10.4369;-0.8665;2.7288;-0.3996;-2.3421;-0.7226;-2.0069;0.2175;18770;2022-04-09 18:34:52:687
0.8046;-11.0498;0.2192;2.3994;-0.9399;-0.7971;-1.142;-3.3477;0.3039;18869;2022-04-09 18:34:52:786
2.4852;-11.1984;2.2424;3.9407;-1.7755;1.1068;-1.8929;-5.3516;0.5638;18969;2022-04-09 18:34:52:886
0.0721;-9.3236;2.3477;5.3045;-1.9779;3.0946;-1.9845;-2.9545;0.117;19069;2022-04-09 18:34:52:986
-1.4183;-9.9703;3.6153;1.6182;0.4111;4.8225;-1.1928;-0.8184;-1.4488;19169;2022-04-09 18:34:53:086
-4.5209;-11.051;1.0609;-1.0726;-0.7341;5.5619;0.1829;0.1009;-1.6427;19269;2022-04-09 18:34:53:186
-5.6186;-10.3184;-2.2155;-5.1628;-0.517;0.0229;2.6329;-3.4276;-0.5629;19370;2022-04-09 18:34:53:287
-2.9061;-7.6513;1.4605;-4.5851;-0.3355;-4.8359;-1.3588;-3.3366;0.722;19469;2022-04-09 18:34:53:386
-2.8546;-13.6032;0.6287;-1.2056;1.4373;1.7468;-0.0548;-1.0905;0.8818;19569;2022-04-09 18:34:53:486
-0.0272;-7.2541;0.8201;-0.3269;-3.2723;0.7236;0.4942;-1.4515;0.4496;19669;2022-04-09 18:34:53:586
-1.4578;-9.4938;-0.2091;1.7823;1.4803;0.511;0.4592;0.2617;-0.0568;19770;2022-04-09 18:34:53:687
-3.3036;-9.8121;1.3744;-0.1935;-0.0373;0.3238;-0.4919;-0.1568;-0.5217;19869;2022-04-09 18:34:53:786
-3.4543;-9.198;1.1447;-1.5797;-0.2915;1.0907;-0.1355;0.483;-0.2614;19970;2022-04-09 18:34:53:887
-1.6887;-9.9978;0.2815;-1.3388;0.3091;0.7935;0.1828;0.0026;0.6748;20070;2022-04-09 18:34:53:987
0.2515;-9.7271;0.4971;0.4142;-0.4111;-0.0372;0.6322;-0.4699;0.7017;20170;2022-04-09 18:34:54:087
-0.1376;-9.9365;-0.0583;2.4596;-0.2083;-0.3048;0.2448;0.7691;-0.2874;20274;2022-04-09 18:34:54:191
-2.2394;-9.6446;-0.0966;1.5452;-0.3012;-0.5713;0.0249;0.5209;-0.4029;20369;2022-04-09 18:34:54:286
-2.5208;-9.5812;0.9341;-0.6072;0.2405;-0.044;-0.3095;-0.323;-0.053;20469;2022-04-09 18:34:54:386
-1.4459;-9.6111;0.3811;-0.6942;0.0901;0.7081;-0.0741;0.1504;0.1171;20570;2022-04-09 18:34:54:487
-1.416;-9.387;0.4911;0.4951;-0.0218;0.0676;0.1381;-0.0562;-0.0489;20669;2022-04-09 18:34:54:586
-1.981;-9.6996;0.1666;0.2872;0.0716;0.104;0.062;0.1784;-0.0524;20769;2022-04-09 18:34:54:686
-1.8769;-9.7929;0.6538;-0.1827;0.0832;-0.1381;-0.0727;-0.1759;0.0342;20869;2022-04-09 18:34:54:786
-1.7103;-9.5381;0.6311;0.1708;-0.1759;0.3361;-0.0076;0.0618;0.0728;20970;2022-04-09 18:34:54:887
-1.404;-9.6673;0.3428;0.2922;-0.0428;0.2365;0.0944;0.2054;0.1138;21069;2022-04-09 18:34:54:986
0.0625;-9.9305;-0.2991;0.8026;-0.2185;-0.3556;0.3538;0.3401;0.0985;21169;2022-04-09 18:34:55:086
-2.0719;-13.3687;-1.4889;1.2084;-0.1299;-0.4782;0.005;2.1778;-0.8017;21269;2022-04-09 18:34:55:186
1.2332;-10.6849;-0.3924;-1.614;-2.6227;-1.0863;-0.4132;0.5818;-0.9419;21369;2022-04-09 18:34:55:286
0.1187;-8.3937;-2.6154;0.3649;-2.0404;0.3728;-0.0548;0.0883;-0.6936;21469;2022-04-09 18:34:55:386
1.3481;-8.0094;-0.8306;-0.496;1.4178;-0.9368;-0.2243;-0.0803;-0.0597;21569;2022-04-09 18:34:55:486
1.6259;-10.218;-0.0667;0.429;1.5348;0.418;0.031;0.159;0.0412;21669;2022-04-09 18:34:55:586
-3.8375;-9.0975;-4.3355;0.0185;-3.4763;0.2094;0.146;0.8033;0.2213;21770;2022-04-09 18:34:55:687
-3.0846;-10.9851;-0.2572;-2.6937;-0.1273;-1.7213;-0.5169;0.3349;1.3141;21874;2022-04-09 18:34:55:791
-0.6317;-7.995;0.8345;-2.1036;-0.2129;1.4499;-0.3257;-1.9625;1.4401;21969;2022-04-09 18:34:55:886
-0.4705;-9.2136;0.5916;1.5989;0.2097;0.7565;0.6307;0.108;0.4748;22068;2022-04-09 18:34:55:985
-1.2969;-9.9951;1.4539;1.9636;-0.0856;-0.5152;1.0998;0.9859;0.0058;22169;2022-04-09 18:34:56:086
-2.0919;-10.1327;0.3787;1.0752;-0.7801;-0.2611;1.2176;2.0111;0.2272;22271;2022-04-09 18:34:56:188
0.6221;-12.1648;-1.1076;1.1612;-1.4075;-2.1404;-0.0275;0.2124;0.5458;22369;2022-04-09 18:34:56:286
-0.3984;-10.6579;-2.1972;1.4963;-1.429;-0.8223;-1.9924;0.969;-2.7183;22473;2022-04-09 18:34:56:390
-2.9201;-9.5725;-0.7334;-2.7626;-2.5178;0.6067;-0.8295;0.7707;-1.9521;22568;2022-04-09 18:34:56:485
-1.0184;-6.775;-1.4898;-2.5581;1.8036;-0.9999;-0.2486;-0.888;-0.795;22669;2022-04-09 18:34:56:586
-1.2823;-8.9716;-1.9735;-4.3235;3.5835;1.6445;0.5508;-0.1996;0.7402;22769;2022-04-09 18:34:56:686
11.0587;-16.194;-4.7844;5.5634;-5.5596;-4.3868;-0.0628;0.1043;-0.23;22869;2022-04-09 18:34:56:786
-3.5859;-7.9113;0.2994;4.9233;-2.4287;-1.6261;-0.175;-0.814;0.1028;22970;2022-04-09 18:34:56:887
-3.0117;-8.4577;0.05;-1.6893;4.0232;1.7819;-1.2748;-0.1135;0.7677;23069;2022-04-09 18:34:56:986
-2.4882;-8.8801;0.4068;-1.8329;-1.1141;1.4895;-0.0122;-2.5225;0.8746;23169;2022-04-09 18:34:57:086
-0.3664;-9.6302;1.9023;0.5986;2.0287;1.1014;1.2252;-1.9623;0.7593;23270;2022-04-09 18:34:57:187
0.0562;-10.4094;0.2097;3.6483;-0.7665;-0.3882;1.9214;2.3832;0.5072;23370;2022-04-09 18:34:57:287
1.6107;-13.1498;-2.0339;3.1599;-1.9197;-1.3581;0.5925;2.205;0.6585;23470;2022-04-09 18:34:57:387
1.7976;-11.3324;-1.322;3.9861;-4.4486;-0.0851;-1.9714;0.7894;-2.575;23570;2022-04-09 18:34:57:487
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23915;2022-04-09 18:34:57:832
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23916;2022-04-09 18:34:57:833
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23916;2022-04-09 18:34:57:833
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23916;2022-04-09 18:34:57:833
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23916;2022-04-09 18:34:57:833
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23917;2022-04-09 18:34:57:834
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23917;2022-04-09 18:34:57:834
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23917;2022-04-09 18:34:57:834
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23918;2022-04-09 18:34:57:835
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23918;2022-04-09 18:34:57:835
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23918;2022-04-09 18:34:57:835
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23918;2022-04-09 18:34:57:835
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23919;2022-04-09 18:34:57:836
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23919;2022-04-09 18:34:57:836
-3.0326;-13.0938;0.1223;-0.0511;-1.1262;0.2003;-1.8092;-0.5577;-2.712;23919;2022-04-09 18:34:57:836
-5.5256;-11.6764;2.9073;0.0;0.0;0.0;2.1584;0.0409;0.8976;23945;2022-04-09 18:34:57:862
-3.7092;-9.3392;0.684;0.4241;1.7707;1.2133;-0.9367;0.6496;0.4902;24045;2022-04-09 18:34:57:962
-2.0677;-9.1816;0.7657;0.4086;-0.5351;0.0864;0.0678;-1.6195;0.9705;24145;2022-04-09 18:34:58:062
-2.0677;-9.1816;0.7657;1.5356;0.3135;-0.6922;0.728;-1.6023;1.2496;24245;2022-04-09 18:34:58:162
0.1026;-10.9029;0.0069;0.0;0.0;0.0;2.2218;0.9864;0.6557;24346;2022-04-09 18:34:58:263
1.1124;-11.5786;-2.1685;0.7064;-0.4819;-1.4471;-0.0231;1.3565;-0.146;24445;2022-04-09 18:34:58:362
